id,word,simple_word,kinds,num_defs,def_freq,wiki_freq,crea_freq,ngram_freq,afi,commonness
bBw4auP,usucapir,usucapir,verb,1,0,4.0,,309.0,u.su.ka.ˈpiɾ,0
bBvIkbD,usucapión,usucapión,sust,1,1,22.0,0.01,3013.0,u.su.ka.ˈpjon,0
bByO9GP,usufructo,usufructo,sust,3,8,145.0,1.28,21552.0,u.su.ˈfɾuk.t̪o,2
bBz0yYx,usufructuar,usufructuar,verb,2,0,13.0,0.29,834.0,u.su.fɾuk.ˈt̪waɾ,1
bBzCbf7,"usufructuario, ria",usufructuario,adj,2,1,33.0,0.09,6771.0,u.su.fɾuk.ˈt̪wa.ɾjo,0
bC5oBsV,usura,usura,sust,4,7,69.0,1.07,9596.0,u.ˈsu.ɾa,2
bC8M0Ra,usurar,usurar,verb,1,7,0.0,,4.0,u.su.ˈɾaɾ,1
bCBeVsi,"usurario, ria",usurario,"adj,sust",2,1,9.0,0.06,645.0,u.su.ˈɾa.ɾjo,0
bCDlaVH,usurear,usurear,verb,2,0,0.0,,5.0,u.su.ɾe.ˈaɾ,0
bCEfVWB,"usurero, ra",usurero,"adj,sust",3,2,32.0,0.43,5049.0,u.su.ˈɾe.ɾo,1
bCI7km6,usurpación,usurpación,sust,3,1,175.0,1.65,9381.0,u.suɾ.pa.ˈθjon,2
bCJTTPs,"usurpador, ra",usurpador,adj,1,0,319.0,0.75,7535.0,u.suɾ.pa.ˈd̪oɾ,2
bCKNShI,usurpar,usurpar,verb,2,5,297.0,0.6,4543.0,u.suɾ.ˈpaɾ,2
bBRBobX,usía,usía,sust,1,0,11.0,0.39,2435.0,u.ˈsi.a,1
bCLVQ5a,uta1,uta,sust,1,0,107.0,0.47,488.0,ˈu.t̪a,1
bCOCGEk,uta2,uta,interj,2,0,107.0,0.47,488.0,ˈu.t̪a,1
bCOK4pr,utensilio,utensilio,sust,4,169,552.0,0.89,6804.0,u.t̪en.ˈsi.ljo,4
bCOrlut,"uterino, na",uterino,adj,1,5,285.0,1.7,12017.0,u.t̪e.ˈɾi.no,2
bCRckdO,uticense,uticense,adj,2,1,0.0,,19.0,u.t̪i.ˈθen.se,0
bCYrKOY,"utilero, ra",utilero,sust,2,0,30.0,0.26,501.0,u.t̪i.ˈle.ɾo,1
bCVQal2,utilería,utilería,sust,2,2,35.0,0.87,2822.0,u.t̪i.le.ˈɾi.a,2
bCawSlI,utilidad,utilidad,sust,2,72,1940.0,24.9,243719.0,u.t̪i.li.ˈd̪ad̪,3
bCbI7mJ,"utilitario, ria",utilitario,"adj,sust",2,1,230.0,1.82,7083.0,u.t̪i.li.ˈt̪a.ɾjo,2
bCgckoA,utilitarismo,utilitarismo,sust,2,3,49.0,0.87,7095.0,u.t̪i.li.t̪a.ˈɾis.mo,2
bCgkXOC,utilitarista,utilitarista,adj,2,0,45.0,0.39,5906.0,u.t̪i.li.t̪a.ˈɾis.t̪a,1
bCi4kWC,utilizable,utilizable,adj,1,5,176.0,1.42,4881.0,u.t̪i.li.ˈθa.ble,2
bCiQJNa,utilización,utilización,sust,1,24,3146.0,52.99,266996.0,u.t̪i.li.θa.ˈθjon,3
bCiUayh,utilizar,utilizar,verb,2,471,55285.0,63.65,543139.0,u.t̪i.li.ˈθaɾ,4
bCjZFak,utillaje,utillaje,sust,1,0,53.0,0.59,4134.0,u.t̪i.ˈʝa.xe,2
bCtALSq,utopismo,utopismo,sust,1,0,8.0,0.41,1456.0,u.t̪o.ˈpis.mo,1
bCtt79m,utopista,utopista,adj,1,0,8.0,0.19,715.0,u.t̪o.ˈpis.t̪a,1
bCnqw2G,utopía,utopía,sust,2,3,401.0,10.42,44227.0,u.t̪o.ˈpi.a,3
bCv5rQ4,"utrerano, na",utrerano,adj,2,1,0.0,0.01,36.0,u.t̪ɾe.ˈɾa.no,0
bCrxVd4,"utópico, ca",utópico,adj,1,1,282.0,2.99,14383.0,u.ˈt̪o.pi.ko,2
bD1WjYY,uva1,uva,sust,5,112,1655.0,9.75,37331.0,ˈu.ba,4
bD61koz,uvada,uvada,sust,1,0,0.0,,2.0,u.ˈba.d̪a,0
bD8fhCE,uvaduz,uvaduz,sust,1,0,0.0,,0.0,u.ba.ˈd̪uθ,0
bDFOdrJ,uve,uve,sust,1,1,32.0,0.51,3865.0,ˈu.be,2
bDNJCjB,uveral,uveral,sust,1,0,1.0,,2.0,u.be.ˈɾal,0
bDSSiiF,"uvero, ra",uvero,"adj,sust",3,1,5.0,0.03,58.0,u.ˈbe.ɾo,0
bDXDwFi,uvular,uvular,adj,2,0,21.0,,119.0,u.bu.ˈlaɾ,0
bDlQgaz,"uzbeko, ka",uzbeko,"adj,sust",4,2,156.0,0.15,512.0,uθ.ˈbe.ko,1
bDvyQXy,uzo,uzo,sust,1,0,5.0,0.0,54.0,ˈu.θo,0
b72slJo,uña,uña,sust,14,98,630.0,3.31,29205.0,ˈu.ɲa,2
b78ZxaF,"uñado, da",uñado,"adj,sust",4,0,32.0,,25.0,u.ˈɲa.d̪o,0
b78cPOH,uñarada,uñarada,sust,1,1,0.0,,8.0,u.ɲa.ˈɾa.d̪a,0
b78y0n1,uñate,uñate,sust,3,0,0.0,0.0,5.0,u.ˈɲa.t̪e,0
b7CnVTh,uñero,uñero,sust,2,3,0.0,0.02,144.0,u.ˈɲe.ɾo,0
b7DjmRW,uñeta,uñeta,sust,3,1,5.0,0.01,36.0,u.ˈɲe.t̪a,0
b7Gdcso,uñetazo,uñetazo,sust,1,0,0.0,,3.0,u.ɲe.ˈt̪a.θo,0
b7IG88r,uñidura,uñidura,sust,1,0,0.0,,0.0,u.ɲi.ˈd̪u.ɾa,0
b7Qn0bb,"uñoso, sa",uñoso,adj,1,0,0.0,,5.0,u.ˈɲo.so,0
bDxdsCL,vaca,vaca,sust,6,68,1572.0,14.04,75549.0,ˈba.ka,3
bDyhJvG,vacabuey,vacabuey,sust,1,0,0.0,,16.0,ba.ka.ˈbwej,0
bDzNMUM,vacacional,vacacional,adj,1,0,199.0,1.57,8195.0,ba.ka.θjo.ˈnal,2
bDzHUaT,vacación,vacación,sust,4,11,12.0,0.59,1984.0,ba.ka.ˈθjon,2
bE11DsS,vacancia,vacancia,sust,1,0,37.0,0.17,1320.0,ba.ˈkan.θja,1
bE3GOHt,vacante,vacante,"adj,sust",4,16,902.0,4.6,26612.0,ba.ˈkan.t̪e,3
bE3NWfR,vacar,vacar,verb,4,82,47.0,0.03,265.0,ba.ˈkaɾ,1
bE77dK0,vacarí,vacarí,adj,1,0,0.0,,3.0,ba.ka.ˈɾi,0
bE83ITt,vacatura,vacatura,sust,1,0,0.0,,17.0,ba.ka.ˈt̪u.ɾa,0
bE8SrJp,"vacceo, a",vacceo,adj,2,1,53.0,0.01,287.0,bak.ˈθe.o,0
bE9UK2G,"vaccinieo, a",vaccinieo,adj,1,0,0.0,,1.0,bak.θi.ˈnje.o,0
bEGjeMg,vaciadero,vaciadero,sust,2,0,4.0,0.03,129.0,ba.θja.ˈd̪e.ɾo,0
bEHAnF9,"vaciadizo, za",vaciadizo,adj,1,0,0.0,,430.0,ba.θja.ˈd̪i.θo,0
bEK4A3R,"vaciado, da",vaciado,"adj,sust",6,6,103.0,2.34,22170.0,ba.ˈθja.d̪o,2
bEPIqcQ,"vaciador, ra",vaciador,sust,2,2,0.0,0.34,127.0,ba.θja.ˈd̪oɾ,1
bEU81MJ,vaciar,vaciar,verb,13,80,525.0,3.44,25007.0,ba.ˈθjaɾ,2
bEW9CgI,vaciedad,vaciedad,sust,2,1,6.0,0.46,2026.0,ba.θje.ˈd̪ad̪,1
bEWIpR3,vaciero,vaciero,sust,1,0,0.0,,6.0,ba.ˈθje.ɾo,0
bEbtQdr,vacilación,vacilación,sust,2,4,71.0,2.77,28099.0,ba.θi.la.ˈθjon,2
bEjlVzo,vacilante,vacilante,adj,3,1,60.0,3.07,36250.0,ba.θi.ˈlan.t̪e,2
bEjxKUN,vacilar,vacilar,verb,5,19,162.0,2.15,28164.0,ba.θi.ˈlaɾ,2
bEkztor,vacile,vacile,sust,2,1,1.0,0.17,1199.0,ba.ˈθi.le,1
bEmcrlV,"vacilón, na",vacilón,"adj,sust",6,1,1.0,0.25,789.0,ba.θi.ˈlon,1
bEopYv1,vaco1,vaco,sust,1,1,46.0,0.02,203.0,ˈba.ko,0
bEpNdsX,"vaco2, ca",vaco,adj,1,67,46.0,0.02,203.0,ˈba.ko,1
bEt79JB,vacuidad,vacuidad,sust,1,1,24.0,0.76,11016.0,ba.kwi.ˈd̪ad̪,2
bEvrTLR,vacunación,vacunación,sust,1,0,180.0,4.92,25565.0,ba.ku.na.ˈθjon,3
bExXqI0,"vacunador, ra",vacunador,adj,1,0,1.0,0.0,105.0,ba.ku.na.ˈd̪oɾ,0
bF4Dg4X,vacunar,vacunar,verb,3,100,104.0,0.76,3156.0,ba.ku.ˈnaɾ,2
bF4mFoA,"vacuno, na",vacuno,"adj,sust",6,105,856.0,3.91,11896.0,ba.ˈku.no,3
bF6s2oW,vacunoterapia,vacunoterapia,sust,1,0,1.0,0.0,31.0,ba.ku.no.t̪e.ˈɾa.pja,0
bFAeHSG,"vacuo, cua",vacuo,"adj,sust",3,2,14.0,0.48,2206.0,ˈba.kwo,2
bFBNtoU,vacuola,vacuola,sust,1,0,70.0,0.26,646.0,ba.ˈkwo.la,1
bEnWlap,"vacío, a",vacío,"adj,sust",14,67,3506.0,50.17,448206.0,ba.ˈsi.o,3
bFC0sor,vade,vade,sust,2,0,11.0,0.28,779.0,ˈba.d̪e,1
bFDbnvo,vadeable,vadeable,adj,2,0,8.0,0.0,263.0,ba.d̪e.ˈa.ble,0
bFGFpv3,vadeador,vadeador,sust,1,0,6.0,,29.0,ba.d̪e.a.ˈd̪oɾ,0
bFKB0Bz,vadear,vadear,verb,4,3,80.0,0.34,3189.0,ba.d̪e.ˈaɾ,1
bFKHtlQ,vademécum,vademécum,sust,2,1,10.0,0.28,1204.0,ba.d̪e.ˈme.kum,1
bFNLXca,vadera,vadera,sust,1,0,0.0,,42.0,ba.ˈd̪e.ɾa,0
bFSq7Yy,"vadiano, na",vadiano,adj,2,1,0.0,,0.0,ba.ˈd̪ja.no,0
bFVAOtK,vado,vado,sust,4,7,205.0,0.68,7804.0,ˈba.d̪o,2
bFb8Gxf,vagabundear,vagabundear,verb,1,5,39.0,0.26,2273.0,ba.ga.bun.d̪e.ˈaɾ,1
bFcKuZt,vagabundeo,vagabundeo,sust,1,0,28.0,0.36,2811.0,ba.ga.bun.ˈd̪e.o,1
bFf0ZdS,vagabundería,vagabundería,sust,3,0,0.0,0.05,108.0,ba.ga.bun.d̪e.ˈɾi.a,0
bFjvTxZ,"vagabundo, da",vagabundo,adj,3,19,443.0,2.69,25408.0,ba.ga.ˈbun.d̪o,2
bFn2i6W,vagamundear,vagamundear,verb,1,0,0.0,,9.0,ba.ga.mun.d̪e.ˈaɾ,0
bFnXVxE,"vagamundo, da",vagamundo,adj,1,0,5.0,0.02,409.0,ba.ga.ˈmun.d̪o,0
bFnvV5O,vagancia,vagancia,sust,2,0,24.0,0.83,4381.0,ba.ˈgan.θja,2
bFobJhF,vagar1,vagar,verb,2,45,456.0,1.68,20671.0,ba.ˈgaɾ,2
bFsrlQS,vagar2,vagar,verb,3,47,456.0,1.68,20671.0,ba.ˈgaɾ,2
bFwR8RX,vagar3,vagar,sust,2,8,456.0,1.68,20671.0,ba.ˈgaɾ,2
bGDuau3,vagido,vagido,sust,1,0,1.0,0.1,606.0,ba.ˈxi.d̪o,0
bGEOgye,vagina,vagina,sust,1,15,329.0,4.79,43024.0,ba.ˈxi.na,3
bGGXOe6,vaginal,vaginal,adj,1,2,242.0,3.63,26093.0,ba.xi.ˈnal,2
bGGXpdR,vaginitis,vaginitis,sust,1,0,10.0,0.21,1046.0,ba.xi.ˈni.t̪is,1
bGGYP2G,"vago1, ga",vago,"adj,sust",5,26,457.0,5.61,51058.0,ˈba.go,3
bGI60Rm,"vago2, ga",vago,"adj,sust",5,23,457.0,5.61,51058.0,ˈba.go,3
bGK0DGL,vagoneta,vagoneta,sust,1,3,22.0,0.38,2254.0,ba.go.ˈne.t̪a,1
bGK6gig,vagotonía,vagotonía,sust,1,0,0.0,0.0,158.0,ba.go.t̪o.ˈni.a,0
bGLhxQj,vaguada,vaguada,sust,1,0,90.0,2.11,2225.0,ba.ˈgwa.d̪a,2
bGOX6gg,vaguear1,vaguear,verb,1,3,1.0,0.0,548.0,ba.ge.ˈaɾ,0
bGPvAo5,vaguear2,vaguear,verb,1,3,1.0,0.0,548.0,ba.ge.ˈaɾ,0
bGc3Np9,vaguedad1,vaguedad,sust,1,8,24.0,1.46,9068.0,ba.ge.ˈd̪ad̪,2
bGcyPUZ,vaguedad2,vaguedad,sust,2,8,24.0,1.46,9068.0,ba.ge.ˈd̪ad̪,2
bGe3WcV,vaguemaestre,vaguemaestre,sust,1,0,0.0,,9.0,ba.ge.ma.ˈes.t̪ɾe,0
bGgWwav,"vaguido, da",vaguido,"adj,sust",2,0,0.0,0.0,29.0,ba.ˈgi.d̪o,0
bGIIHHU,vagón,vagón,sust,2,22,639.0,4.68,47308.0,ba.ˈgon,3
bGh3VWI,vahaje,vahaje,sust,1,0,0.0,,16.0,ba.ˈa.xe,0
bGiGyAf,vaharada,vaharada,sust,2,0,0.0,0.26,1963.0,ba.a.ˈɾa.d̪a,1
bGnFPia,vaho,vaho,sust,3,9,14.0,2.2,15308.0,ˈba.o,2
bGmvzvZ,vahído,vahído,sust,1,3,3.0,0.47,2196.0,ba.ˈi.d̪o,1
bGoiGhS,vaina,vaina,sust,11,73,652.0,3.47,26499.0,ˈbaj.na,2
bH10Uwy,vainero,vainero,sust,1,0,0.0,,7.0,baj.ˈne.ɾo,0
bH1elyj,vainica,vainica,sust,1,2,5.0,0.12,123.0,baj.ˈni.ka,0
bH884lA,vainilla,vainilla,"sust,adj",7,25,239.0,4.73,41202.0,baj.ˈni.ʝa,3
bH8CeLZ,vainiquera,vainiquera,sust,1,0,0.0,,0.0,baj.ni.ˈke.ɾa,0
bHAEooo,vaivén,vaivén,sust,5,14,125.0,3.48,23223.0,baj.ˈben,2
bHKDuyH,vajilla,vajilla,sust,2,10,124.0,2.68,21417.0,ba.ˈxi.ʝa,2
bHN9HUG,val,val,sust,1,0,265.0,2.47,2179.0,bal,2
bHSdQyY,valar,valar,adj,1,0,181.0,0.0,35.0,ba.ˈlaɾ,0
bHVEjzm,valdense,valdense,adj,2,1,38.0,0.08,266.0,bal.ˈd̪en.se,0
bHelI7T,"valdepeñero, ra",valdepeñero,adj,3,1,0.0,,125.0,bal.d̪e.pe.ˈɲe.ɾo,0
bHhdVQk,vale1,vale,"interj,sust",2,29,242.0,51.36,379659.0,ˈba.le,3
bHhmzcU,vale2,vale,sust,7,30,242.0,51.36,379659.0,ˈba.le,3
bHjoyrZ,vale3,vale,sust,1,29,242.0,51.36,379659.0,ˈba.le,3
bHmbgtf,"valedero, ra",valedero,adj,2,1,36.0,0.64,1098.0,ba.le.ˈd̪e.ɾo,2
bHpUA3F,"valedor, ra",valedor,sust,1,5,90.0,1.43,3398.0,ba.le.ˈd̪oɾ,2
bHpX7yF,valencia,valencia,sust,5,4,6166.0,62.39,6728.0,ba.ˈlen.θja,2
bHvTfwR,valencianismo,valencianismo,sust,2,0,28.0,0.03,224.0,ba.len.θja.ˈnis.mo,0
bHykki2,"valenciano, na",valenciano,"adj,sust",7,6,2206.0,11.28,20317.0,ba.len.ˈθja.no,3
bI5F7L8,"valentiniano, na",valentiniano,adj,2,1,58.0,0.03,211.0,ba.len.t̪i.ˈnja.no,0
bI71uhY,"valentino, na",valentino,adj,1,0,138.0,1.33,130.0,ba.len.ˈt̪i.no,1
bIBwza1,valentonada,valentonada,sust,1,1,0.0,0.01,39.0,ba.len.t̪o.ˈna.d̪a,0
bI1rIIx,valentía,valentía,sust,5,16,522.0,6.33,77866.0,ba.len.ˈt̪i.a,3
bI85JHm,"valentísimo, ma",valentísimo,adj,1,0,0.0,0.07,380.0,ba.len.ˈt̪i.si.mo,0
bI8dmEZ,"valentón, na",valentón,"adj,sust",2,13,3.0,0.13,1191.0,ba.len.ˈt̪on,1
bIEq7WY,valer1,valer,verb,18,163,4098.0,6.68,52872.0,ba.ˈleɾ,4
bIIqpWq,valer2,valer,sust,1,22,4098.0,6.68,52872.0,ba.ˈleɾ,3
bIKmEGN,valeriana,valeriana,sust,1,2,23.0,0.62,2820.0,ba.le.ˈɾja.na,2
bIOplar,valeriense,valeriense,adj,2,1,0.0,,7.0,ba.le.ˈɾjen.se,0
bIOnQR3,"valeriánico, ca",valeriánico,adj,1,0,1.0,,30.0,ba.le.ɾi.ˈa.ni.ko,0
bISDul8,valerosidad,valerosidad,sust,1,0,0.0,,47.0,ba.le.ɾo.si.ˈd̪ad̪,0
bISPsSZ,"valeroso, sa",valeroso,adj,3,7,207.0,1.54,18619.0,ba.le.ˈɾo.so,2
bIXi5po,"valetudinario, ria",valetudinario,adj,1,0,0.0,0.07,336.0,ba.le.t̪u.d̪i.ˈna.ɾjo,0
bImkCS4,validación,validación,sust,2,1,184.0,1.8,25352.0,ba.li.d̪a.ˈθjon,2
bIs5UuD,validar,validar,verb,1,2,321.0,0.83,15734.0,ba.li.ˈd̪aɾ,2
bIu76nu,validez,validez,sust,1,12,778.0,15.37,127337.0,ba.li.ˈd̪eθ,3
bIyFv6o,valiente,valiente,adj,6,31,970.0,14.5,150091.0,ba.ˈljen.t̪e,3
bIzFDRz,valija,valija,sust,4,3,47.0,2.68,9254.0,ba.ˈli.xa,2
bIzkFO1,valijero,valijero,sust,2,1,0.0,0.0,205.0,ba.li.ˈxe.ɾo,0
bJ9Ctnw,"valioso, sa",valioso,adj,2,13,1998.0,10.37,85694.0,ba.ˈljo.so,3
bJAo3Kw,valla,valla,sust,5,21,618.0,4.54,48670.0,ˈba.ʝa,3
bJCkSGJ,valladar,valladar,sust,2,0,1.0,0.25,832.0,ba.ʝa.ˈd̪aɾ,1
bJEO8Lv,valladear,valladear,verb,1,0,0.0,,1.0,ba.ʝa.d̪e.ˈaɾ,0
bJF74JU,vallar1,vallar,"adj,sust",2,1,140.0,0.09,461.0,ba.ˈʝaɾ,0
bJFHiD6,vallar2,vallar,verb,1,71,140.0,0.09,461.0,ba.ˈʝaɾ,1
bJKMiy9,valle,valle,sust,3,33,11219.0,50.16,216077.0,ˈba.ʝe,3
bJOxxnM,"valleinclanesco, ca",valleinclanesco,adj,2,0,3.0,0.09,148.0,ba.ʝejn.kla.ˈnes.ko,0
bJYlCi0,"vallisoletano, na",vallisoletano,adj,2,1,216.0,1.24,1963.0,ba.ʝi.so.le.ˈt̪a.no,2
bJagrCy,vallista,vallista,sust,1,0,8.0,0.07,94.0,ba.ˈʝis.t̪a,0
bJeLxWG,valor,valor,sust,13,514,18314.0,171.12,1697857.0,ba.ˈloɾ,4
bJfIGnx,valorable,valorable,adj,1,0,11.0,0.33,1323.0,ba.lo.ˈɾa.ble,1
bJgidLa,valoración,valoración,sust,1,21,993.0,24.88,248591.0,ba.lo.ɾa.ˈθjon,3
bJiPomE,valorar,valorar,verb,4,116,1658.0,15.54,151792.0,ba.lo.ˈɾaɾ,4
bJn6vQM,"valorativo, va",valorativo,adj,1,1,36.0,0.62,5390.0,ba.lo.ɾa.ˈt̪i.bo,2
bJnfM2u,valorear,valorear,verb,1,0,0.0,,1.0,ba.lo.ɾe.ˈaɾ,0
bJq3zsu,valorización,valorización,sust,1,0,83.0,1.25,11085.0,ba.lo.ɾi.θa.ˈθjon,2
bJsywoL,"valorizador, ra",valorizador,adj,1,0,1.0,,53.0,ba.lo.ɾi.θa.ˈd̪oɾ,0
bJu47MA,valorizar,valorizar,verb,3,3,58.0,0.45,2278.0,ba.lo.ɾi.ˈθaɾ,1
bJoobT7,valoría,valoría,sust,1,0,1.0,,5.0,ba.lo.ˈɾi.a,0
bJwxB1B,valquiria,valquiria,sust,1,0,100.0,0.32,1252.0,bal.ˈki.ɾja,1
bJy5Ahn,vals,vals,sust,2,3,631.0,4.12,18379.0,bals,3
bJzUbD5,valsar,valsar,verb,1,0,5.0,0.03,80.0,bal.ˈsaɾ,0
bKGkwGg,valuar,valuar,verb,1,2,73.0,0.04,1415.0,ba.ˈlwaɾ,0
bKHRJRR,valva,valva,sust,3,20,146.0,0.22,2346.0,ˈbal.ba,1
bKK08vr,valvar,valvar,adj,1,0,4.0,,35.0,bal.ˈbaɾ,0
bKO1Mab,valvular,valvular,adj,1,0,50.0,0.15,10849.0,bal.bu.ˈlaɾ,1
bJbCUVi,"valón, na",valón,"adj,sust",7,6,187.0,0.07,363.0,ba.ˈlon,1
bKPEjAc,vamos,vamos,expr,1,1,175.0,150.99,909563.0,ˈba.mos,3
bKPont3,vampiresa,vampiresa,sust,2,0,57.0,0.34,3121.0,bam.pi.ˈɾe.sa,1
bKTvXSb,vampirismo,vampirismo,sust,2,0,87.0,0.2,1814.0,bam.pi.ˈɾis.mo,1
bKYQBB1,vampirizar,vampirizar,verb,1,0,1.0,0.01,148.0,bam.pi.ɾi.ˈθaɾ,0
bKYzD61,"vampiro, ra",vampiro,sust,3,3,1918.0,1.81,46385.0,bam.ˈpi.ɾo,2
bKPzltA,"vampírico, ca",vampírico,adj,1,0,41.0,0.07,1016.0,bam.ˈpi.ɾi.ko,0
bKZ0B2l,vanadio,vanadio,sust,1,1,53.0,0.23,1127.0,ba.ˈna.d̪jo,1
bKZDY1p,vanagloria,vanagloria,sust,1,3,3.0,0.56,5998.0,ba.na.ˈglo.ɾja,2
bKZjlJ6,vanagloriarse,vanagloriarse,verb,1,3,0.0,0.41,2354.0,ba.na.glo.ˈɾjaɾ.se,1
bKaR3zi,"vanaglorioso, sa",vanaglorioso,adj,1,0,2.0,0.01,291.0,ba.na.glo.ˈɾjo.so,0
bKgI2f4,vandalismo,vandalismo,sust,2,1,152.0,1.19,5757.0,ban.d̪a.ˈlis.mo,2
bKgY1d6,vandalizar,vandalizar,verb,1,0,4.0,0.02,74.0,ban.d̪a.li.ˈθaɾ,0
bKfYKVj,"vandálico, ca",vandálico,adj,1,0,63.0,0.19,637.0,ban.ˈd̪a.li.ko,1
bKpSpmA,vanear,vanear,verb,1,0,1.0,,7.0,ba.ne.ˈaɾ,0
bKz3AJ0,vanguardia,vanguardia,sust,4,13,1522.0,23.71,60260.0,ban.ˈgwaɾ.d̪ja,3
bL0nqFs,vanguardismo,vanguardismo,sust,1,3,68.0,0.81,1868.0,ban.gwaɾ.ˈd̪is.mo,2
bL0w9N1,vanguardista,vanguardista,adj,2,1,447.0,2.88,10529.0,ban.gwaɾ.ˈd̪is.t̪a,2
bL2DcMA,vanidad,vanidad,sust,5,41,233.0,7.18,68269.0,ba.ni.ˈd̪ad̪,3
bL3hKu3,"vanidoso, sa",vanidoso,adj,2,8,91.0,1.24,9433.0,ba.ni.ˈd̪o.so,2
bL75yR8,vanilocuencia,vanilocuencia,sust,1,0,0.0,,18.0,ba.ni.lo.ˈkwen.θja,0
bLA5GCK,vanilocuente,vanilocuente,adj,1,0,0.0,,14.0,ba.ni.lo.ˈkwen.t̪e,0
bLHZtoj,vaniloquio,vaniloquio,sust,1,0,0.0,,61.0,ba.ni.ˈlo.kjo,0
bLIFqld,"vano1, na",vano,"adj,sust",8,61,2249.0,18.6,167719.0,ˈba.no,3
bLLjAee,vano2,vano,sust,1,39,2249.0,18.6,167719.0,ˈba.no,3
bLRtqEe,vapor,vapor,sust,6,81,2793.0,18.25,139372.0,ba.ˈpoɾ,3
bLb1vAz,vaporar,vaporar,verb,1,16,2.0,,15.0,ba.po.ˈɾaɾ,1
bLeFHx2,vaporear,vaporear,verb,2,0,0.0,,18.0,ba.po.ɾe.ˈaɾ,0
bLh6coS,vaporización,vaporización,sust,2,1,67.0,0.36,2078.0,ba.po.ɾi.θa.ˈθjon,1
bLhqliY,vaporizador,vaporizador,sust,2,0,22.0,0.22,1498.0,ba.po.ɾi.θa.ˈd̪oɾ,1
bLi523U,vaporizar,vaporizar,verb,2,4,98.0,0.08,536.0,ba.po.ɾi.ˈθaɾ,0
bLioRHu,"vaporoso, sa",vaporoso,adj,3,3,21.0,0.4,5247.0,ba.po.ˈɾo.so,1
bLqJ82g,vapular,vapular,verb,1,1,0.0,,17.0,ba.pu.ˈlaɾ,0
bLqQnny,"vapuleador, ra",vapuleador,adj,1,0,0.0,,13.0,ba.pu.le.a.ˈd̪oɾ,0
bLqdyCY,vapulear,vapulear,verb,3,6,25.0,0.11,485.0,ba.pu.le.ˈaɾ,1
bLskDCp,vapuleo,vapuleo,sust,1,1,1.0,0.12,786.0,ba.pu.ˈle.o,0
bLud1dC,vaquear,vaquear,verb,1,0,1.0,,31.0,ba.ke.ˈaɾ,0
bLvUvBk,"vaqueiro, ra",vaqueiro,sust,1,1,2.0,0.05,122.0,ba.ˈkej.ɾo,0
bM7wNjo,"vaquerizo, za",vaquerizo,"adj,sust",3,0,1.0,0.02,36.0,ba.ke.ˈɾi.θo,0
bM9VCyP,"vaquero, ra",vaquero,"adj,sust",8,10,384.0,3.2,33072.0,ba.ˈke.ɾo,2
bM0POym,vaquería,vaquería,sust,2,0,45.0,0.3,1186.0,ba.ke.ˈɾi.a,1
bMA87nu,vaqueta,vaqueta,sust,1,15,8.0,0.08,576.0,ba.ˈke.t̪a,1
bMBo4Wh,vaquilla,vaquilla,sust,1,0,140.0,0.42,1183.0,ba.ˈki.ʝa,1
bMH7x5e,vara,vara,sust,15,139,755.0,5.81,58056.0,ˈba.ɾa,4
bMVFFgl,varadero,varadero,sust,1,1,93.0,1.38,711.0,ba.ɾa.ˈd̪e.ɾo,1
bMhtqL0,varadura,varadura,sust,1,0,4.0,0.05,38.0,ba.ɾa.ˈd̪u.ɾa,0
bMhu7cA,varal,varal,sust,7,11,33.0,0.01,355.0,ba.ˈɾal,1
bMoNimo,varapalo,varapalo,sust,4,0,18.0,0.81,1357.0,ba.ɾa.ˈpa.lo,2
bMpobot,varar,varar,verb,6,134,358.0,0.07,900.0,ba.ˈɾaɾ,4
bMrqCeg,varazo,varazo,sust,1,1,0.0,0.0,272.0,ba.ˈɾa.θo,0
bN2jA50,"vareador, ra",vareador,sust,2,2,1.0,0.0,58.0,ba.ɾe.a.ˈd̪oɾ,0
bN4Y7Nz,varear,varear,verb,10,12,4.0,0.03,329.0,ba.ɾe.ˈaɾ,1
bN64vi0,varejonazo,varejonazo,sust,1,0,0.0,,1.0,ba.ɾe.xo.ˈna.θo,0
bN5Hhuj,varejón,varejón,sust,3,1,2.0,0.02,44.0,ba.ɾe.ˈxon,0
bN6DwJs,varenga,varenga,sust,2,2,6.0,,33.0,ba.ˈɾen.ga,0
bN6khQB,vareo,vareo,sust,4,1,1.0,0.02,189.0,ba.ˈɾe.o,0
bN6zRP7,vareta,vareta,sust,4,3,12.0,0.05,332.0,ba.ˈɾe.t̪a,0
bN7LCdT,varetazo,varetazo,sust,1,1,0.0,0.05,34.0,ba.ɾe.ˈt̪a.θo,0
bNE3Mpa,varetear,varetear,verb,1,0,0.0,,1.0,ba.ɾe.t̪e.ˈaɾ,0
bNM4Th0,varetón,varetón,sust,1,0,0.0,,9.0,ba.ɾe.ˈt̪on,0
bNMwTyp,varga1,varga,sust,1,0,22.0,0.09,107.0,ˈbaɾ.ga,0
bNOCVPq,varga2,varga,sust,1,0,22.0,0.09,107.0,ˈbaɾ.ga,0
bNOg9n7,varga3,varga,sust,1,0,22.0,0.09,107.0,ˈbaɾ.ga,0
bNSvalh,variabilidad,variabilidad,sust,1,0,331.0,4.87,37213.0,ba.ɾja.bi.li.ˈd̪ad̪,3
bNTTsak,variable,variable,"adj,sust",5,88,5583.0,24.75,223824.0,ba.ˈɾja.ble,3
